,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,18,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,19,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,19,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,19,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,19,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,19,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,19,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,19,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,19,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,19,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,19,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,19,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBZ,False,19,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,19,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,19,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,19,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,19,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,19,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,19,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,19,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,19,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,19,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,19,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,19,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,19,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,19,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,19,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,19,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,19,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,19,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBZ,False,19,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,19,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,19,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,19,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,19,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,19,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,19,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,20,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,20,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,20,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,20,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,20,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,20,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,20,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,20,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,20,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,20,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,20,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBP,True,20,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,20,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,20,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,20,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,20,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,20,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,20,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,20,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,20,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,20,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,20,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,20,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,20,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,20,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,20,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,20,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,20,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,20,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,20,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,20,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,20,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,20,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,20,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,20,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,20,1000
0,orig_multiple_attractors,1,S_S,the bird that ate quickly near the tree,VBZ,VBZ,False,0,1000
6,orig_multiple_attractors,2,S_S,the man that played softly for the crowd,VBZ,VBZ,False,0,1000
12,orig_multiple_attractors,3,S_S,the doctor that helped often in the lab,VBZ,VBZ,False,0,1000
18,orig_multiple_attractors,4,S_S,the artist that painted carefully on the canvas,VBZ,VBZ,False,0,1000
24,orig_multiple_attractors,5,S_S,the wrestler that fought RB in the ring,VBZ,VBZ,False,0,1000
30,orig_multiple_attractors,6,S_S,the student that read quietly near the window,VBZ,VBZ,False,0,1000
36,orig_multiple_attractors,7,S_S,the teacher that wrote neatly on the board,VBZ,VBZ,False,0,1000
42,orig_multiple_attractors,8,S_S,the cop that searched silently for the criminal,VBZ,VBZ,False,0,1000
48,orig_multiple_attractors,9,S_S,the banker that checked diligently for the error,VBZ,VBZ,False,0,1000
54,orig_multiple_attractors,10,S_S,the actor that performed alone on the stage,VBZ,VBZ,False,0,1000
60,orig_multiple_attractors,11,S_S,the assailant that stabbed suddenly with the knife,VBZ,VBZ,False,0,1000
66,orig_multiple_attractors,12,S_S,the coach that watched closely for the mistake,VBZ,VBZ,False,0,1000
72,orig_multiple_attractors,13,S_S,the father that cleaned calmly near the table,VBZ,VBZ,False,0,1000
78,orig_multiple_attractors,14,S_S,the lifeguard that drank RB on the beach,VBZ,VBZ,False,0,1000
84,orig_multiple_attractors,15,S_S,the customer that paid promptly in the restaurant,VBZ,VBZ,False,0,1000
90,orig_multiple_attractors,16,S_S,the captain that steered bravely through the storm,VBZ,VBZ,False,0,1000
96,orig_multiple_attractors,17,S_S,the chef that cooked casually near the stove,VBZ,VBZ,False,0,1000
102,orig_multiple_attractors,18,S_S,the pilot that flew RB around the country,VBZ,VBZ,False,0,1000
108,orig_multiple_attractors,19,S_S,the frog that ate quietly near the pond,VBZ,VBZ,False,0,1000
114,orig_multiple_attractors,20,S_S,the child that played happily with the friend,VBZ,VBZ,False,0,1000
120,orig_multiple_attractors,21,S_S,the guide that helped greatly with the test,VBZ,VBZ,False,0,1000
126,orig_multiple_attractors,22,S_S,the brush that painted smoothly on the wall,VBZ,VBZ,False,0,1000
132,orig_multiple_attractors,23,S_S,the punk that fought constantly in the alley,VBZ,VBZ,False,0,1000
138,orig_multiple_attractors,24,S_S,the speaker that read loudly to the student,VBZ,VBZ,False,0,1000
144,orig_multiple_attractors,25,S_S,the teen that wrote beautifully about the girl,VBZ,VBZ,False,0,1000
150,orig_multiple_attractors,26,S_S,the child that searched frantically for the treat,VBZ,VBZ,False,0,1000
156,orig_multiple_attractors,27,S_S,the assistant that checked frequently for the letter,VBZ,VBZ,False,0,1000
162,orig_multiple_attractors,28,S_S,the guitarist that performed brilliantly on the tour,VBZ,VBZ,False,0,1000
168,orig_multiple_attractors,29,S_S,the needle that stabbed smoothly into the fabric,VBZ,VBZ,False,0,1000
174,orig_multiple_attractors,30,S_S,the spectator that watched quietly in the theater,VBZ,VBZ,False,0,1000
180,orig_multiple_attractors,31,S_S,the maid that cleaned thoroughly in the house,VBZ,VBZ,False,0,1000
186,orig_multiple_attractors,32,S_S,the fan that drank too much at the game,VBZ,VBZ,False,0,1000
192,orig_multiple_attractors,33,S_S,the principal that paid yearly for the repair,VBZ,VBZ,False,0,1000
198,orig_multiple_attractors,34,S_S,the driver that steered accidentally into the tree,VBZ,VBZ,False,0,1000
204,orig_multiple_attractors,35,S_S,the volunteer that cooked happily for the refugee,VBZ,VBZ,False,0,1000
210,orig_multiple_attractors,36,S_S,the conductor that flew boldly through the cloud,VBZ,VBZ,False,0,1000
0,orig_multiple_attractors,1,S_S,the bird that ate quickly near the tree,VBZ,VBZ,False,1,1000
6,orig_multiple_attractors,2,S_S,the man that played softly for the crowd,VBZ,VBZ,False,1,1000
12,orig_multiple_attractors,3,S_S,the doctor that helped often in the lab,VBZ,VBZ,False,1,1000
18,orig_multiple_attractors,4,S_S,the artist that painted carefully on the canvas,VBZ,VBZ,False,1,1000
24,orig_multiple_attractors,5,S_S,the wrestler that fought RB in the ring,VBZ,VBZ,False,1,1000
30,orig_multiple_attractors,6,S_S,the student that read quietly near the window,VBZ,VBZ,False,1,1000
36,orig_multiple_attractors,7,S_S,the teacher that wrote neatly on the board,VBZ,VBZ,False,1,1000
42,orig_multiple_attractors,8,S_S,the cop that searched silently for the criminal,VBZ,VBZ,False,1,1000
48,orig_multiple_attractors,9,S_S,the banker that checked diligently for the error,VBZ,VBZ,False,1,1000
54,orig_multiple_attractors,10,S_S,the actor that performed alone on the stage,VBZ,VBZ,False,1,1000
60,orig_multiple_attractors,11,S_S,the assailant that stabbed suddenly with the knife,VBZ,VBZ,False,1,1000
66,orig_multiple_attractors,12,S_S,the coach that watched closely for the mistake,VBZ,VBZ,False,1,1000
72,orig_multiple_attractors,13,S_S,the father that cleaned calmly near the table,VBZ,VBZ,False,1,1000
78,orig_multiple_attractors,14,S_S,the lifeguard that drank RB on the beach,VBZ,VBZ,False,1,1000
84,orig_multiple_attractors,15,S_S,the customer that paid promptly in the restaurant,VBZ,VBZ,False,1,1000
90,orig_multiple_attractors,16,S_S,the captain that steered bravely through the storm,VBZ,VBZ,False,1,1000
96,orig_multiple_attractors,17,S_S,the chef that cooked casually near the stove,VBZ,VBZ,False,1,1000
102,orig_multiple_attractors,18,S_S,the pilot that flew RB around the country,VBZ,VBZ,False,1,1000
108,orig_multiple_attractors,19,S_S,the frog that ate quietly near the pond,VBZ,VBZ,False,1,1000
114,orig_multiple_attractors,20,S_S,the child that played happily with the friend,VBZ,VBZ,False,1,1000
120,orig_multiple_attractors,21,S_S,the guide that helped greatly with the test,VBZ,VBZ,False,1,1000
126,orig_multiple_attractors,22,S_S,the brush that painted smoothly on the wall,VBZ,VBZ,False,1,1000
132,orig_multiple_attractors,23,S_S,the punk that fought constantly in the alley,VBZ,VBZ,False,1,1000
138,orig_multiple_attractors,24,S_S,the speaker that read loudly to the student,VBZ,VBZ,False,1,1000
144,orig_multiple_attractors,25,S_S,the teen that wrote beautifully about the girl,VBZ,VBZ,False,1,1000
150,orig_multiple_attractors,26,S_S,the child that searched frantically for the treat,VBZ,VBZ,False,1,1000
156,orig_multiple_attractors,27,S_S,the assistant that checked frequently for the letter,VBZ,VBZ,False,1,1000
162,orig_multiple_attractors,28,S_S,the guitarist that performed brilliantly on the tour,VBZ,VBZ,False,1,1000
168,orig_multiple_attractors,29,S_S,the needle that stabbed smoothly into the fabric,VBZ,VBZ,False,1,1000
174,orig_multiple_attractors,30,S_S,the spectator that watched quietly in the theater,VBZ,VBZ,False,1,1000
180,orig_multiple_attractors,31,S_S,the maid that cleaned thoroughly in the house,VBZ,VBZ,False,1,1000
186,orig_multiple_attractors,32,S_S,the fan that drank too much at the game,VBZ,VBZ,False,1,1000
192,orig_multiple_attractors,33,S_S,the principal that paid yearly for the repair,VBZ,VBZ,False,1,1000
198,orig_multiple_attractors,34,S_S,the driver that steered accidentally into the tree,VBZ,VBZ,False,1,1000
204,orig_multiple_attractors,35,S_S,the volunteer that cooked happily for the refugee,VBZ,VBZ,False,1,1000
210,orig_multiple_attractors,36,S_S,the conductor that flew boldly through the cloud,VBZ,VBZ,False,1,1000
0,orig_multiple_attractors,1,S_S,the bird that ate quickly near the tree,VBZ,VBZ,False,2,1000
6,orig_multiple_attractors,2,S_S,the man that played softly for the crowd,VBZ,VBZ,False,2,1000
12,orig_multiple_attractors,3,S_S,the doctor that helped often in the lab,VBZ,VBZ,False,2,1000
18,orig_multiple_attractors,4,S_S,the artist that painted carefully on the canvas,VBZ,VBZ,False,2,1000
